id,key,value,type
255807419,highway,turning_circle,regular
255919876,highway,traffic_signals,regular
256955174,highway,traffic_signals,regular
257846500,ref,27,regular
257846500,highway,motorway_junction,regular
257879160,highway,traffic_signals,regular
257879160,crossing,traffic_signals,regular
258077629,highway,traffic_signals,regular
260330220,highway,turning_circle,regular
265688457,highway,traffic_signals,regular
271274085,highway,traffic_signals,regular
271274085,traffic_signals,signal,regular
274027011,highway,turning_circle,regular
278079899,highway,traffic_signals,regular
278079899,traffic_signals,signal,regular
286351817,highway,traffic_signals,regular
288970258,bicycle,yes,regular
288970258,highway,crossing,regular
288970258,crossing,traffic_signals,regular
288970258,description,Buttons for cyclists at road side,regular
288984052,highway,traffic_signals,regular
288984052,crossing,traffic_signals,regular
288984052,button_operated,yes,regular
288984985,highway,traffic_signals,regular
290748895,highway,traffic_signals,regular
290748895,crossing,traffic_signals,regular
291467058,highway,stop,regular
294365854,highway,traffic_signals,regular
298548980,highway,crossing,regular
298548980,crossing,traffic_signals,regular
317124790,highway,crossing,regular
317124790,crossing,uncontrolled,regular
317125596,amenity,parking,regular
320018466,highway,traffic_signals,regular
320018466,crossing,traffic_signals,regular
322952788,highway,turning_circle,regular
326143516,button_operated,yes,regular
326143516,crossing,traffic_signals,regular
326143516,highway,traffic_signals,regular
333771585,junction,roundabout,regular
333773524,highway,traffic_signals,regular
337955835,highway,traffic_signals,regular
337955835,traffic_signals,signal,regular
338348293,highway,turning_circle,regular
338349982,highway,mini_roundabout,regular
338351549,highway,turning_circle,regular
338355827,stop,minor,regular
338355827,highway,stop,regular
338376551,highway,mini_roundabout,regular
338491639,cycleway,shared,regular
338768211,highway,mini_roundabout,regular
338837927,highway,turning_circle,regular
340456669,barrier,bollard,regular
343355734,highway,traffic_signals,regular
343355734,traffic_signals,signal,regular
344890738,noref,yes,regular
344890738,highway,motorway_junction,regular
345119622,highway,traffic_signals,regular
345119622,traffic_signals,signal,regular
347292690,highway,traffic_signals,regular
347294563,highway,mini_roundabout,regular
347295186,highway,turning_circle,regular
347295893,junction,roundabout,regular
348071365,highway,traffic_signals,regular
348071365,crossing,traffic_signals,regular
348071365,button_operated,yes,regular
348071877,junction,roundabout,regular
349353880,noref,yes,regular
349353880,highway,motorway_junction,regular
349353880,destination,Mitchell Island,regular
349357753,stop,minor,regular
349357753,highway,stop,regular
356812258,bicycle,yes,regular
356812258,highway,crossing,regular
356813105,bicycle,yes,regular
356813105,crossing,stop_sign,regular
356813105,highway,crossing,regular
357550923,highway,traffic_signals,regular
357550923,traffic_signals,signal,regular
357581401,highway,traffic_signals,regular
368874092,highway,traffic_signals,regular
368874092,traffic_signals,signal,regular
384194536,foot,yes,regular
384194536,barrier,gate,regular
384194536,bicycle,yes,regular
384194536,motor_vehicle,no,regular
427250459,highway,mini_roundabout,regular
427265112,junction,roundabout,regular
427270031,highway,mini_roundabout,regular
427492064,highway,mini_roundabout,regular
427777617,highway,mini_roundabout,regular
427896229,name,Clock Tower,regular
427896229,man_made,tower,regular
428214458,name,Cineplex Odeon International Village Cinemas,regular
428214458,amenity,theatre,regular
428214458,alt_name,Tinseltown,regular
428214458,street,West Pender Street,addr
428214458,housenumber,88,addr
428959948,highway,mini_roundabout,regular
428959961,junction,roundabout,regular
428960248,junction,roundabout,regular
430022615,name,Olympic Village,regular
430022615,subway,yes,regular
430022615,railway,station,regular
430022615,public_transport,stop_position,regular
430025257,name,Bridgeport,regular
430025257,subway,yes,regular
430025257,public_transport,stop_position,regular
430316740,junction,roundabout,regular
430316811,junction,roundabout,regular
430375464,highway,traffic_signals,regular
430375464,traffic_signals,signal,regular
430941926,source,PGS,regular
430951363,highway,traffic_signals,regular
431372681,highway,traffic_signals,regular
431372681,traffic_signals,signal,regular
431379744,highway,traffic_signals,regular
431379744,traffic_signals,pedestrian,regular
432425570,highway,crossing,regular
452381624,highway,turning_circle,regular
472584859,housenumber,8002,addr
472584859,street,Granville Street,addr
472584859,amenity,cafe,regular
472584859,name,Starbucks Coffee,regular
472584859,wheelchair,limited,regular
505751680,name,London Drugs,regular
505751680,shop,chemist,regular
505751680,wifi,free,regular
505751680,phone,+1 604 448 4802,regular
505751680,amenity,pharmacy,regular
505751680,website,https://www.londondrugs.com/store-details/?StoreID=002,regular
505751680,city,Vancouver,addr
505751680,wheelchair,yes,regular
505751680,street,Granville Street,addr
505751680,postcode,V6Z 1E4,addr
505751680,opening_hours,Mo-Fr 08:00-22:00; Sa 09:00-22:00; Su 10:00-20:00,regular
505751680,housenumber,710,addr
513053865,name,Starbucks,regular
513053865,amenity,cafe,regular
513053865,street,Beatty Street,addr
513053865,opening_hours,Mo-Fr 05:30-20:00; Sa-Su 07:00-19:00,regular
513053865,housenumber,868,addr
514764550,power,tower,regular
522420123,cycleway,shared,regular
549244196,highway,stop,regular
549244196,stop,all,regular
553101322,highway,turning_circle,regular
553507149,highway,mini_roundabout,regular
559821589,natural,tree,regular
577236790,highway,mini_roundabout,regular
582800961,amenity,restaurant,regular
582801673,housenumber,2748,addr
582801673,street,Main Street,addr
582801673,amenity,fuel,regular
582801673,name,Chevron,regular
582802138,name,The Ivanhoe,regular
582802138,amenity,pub,regular
582802138,street,Main Street,addr
582802138,housenumber,1038,addr
613049444,amenity,bench,regular
613049509,amenity,bicycle_parking,regular
613049509,capacity,10,regular
613049580,amenity,bicycle_parking,regular
615065410,name,50562,regular
615065410,highway,bus_stop,regular
615065410,en,50562,name
615065410,shelter,yes,regular
615967561,name,Sasamat & Broadway,regular
615967561,highway,bus_stop,regular
615967561,shelter,yes,regular
615967561,operator,TransLink,regular
615967572,name,NB Alma Street FS West 10th Avenue (50314),regular
615967572,highway,bus_stop,regular
615967572,operator,Coast Mountain Bus Company - Translink,regular
620501395,amenity,bicycle_parking,regular
620501395,capacity,14,regular
620501426,ref,10,regular
620501426,name,IRC/Woodward,regular
620501426,emergency,phone,regular
621511909,amenity,bicycle_parking,regular
621511909,capacity,14,regular
621511923,amenity,bicycle_parking,regular
621511923,capacity,14,regular
626315648,highway,turning_circle,regular
628023542,highway,crossing,regular
633093331,highway,turning_loop,regular
633093397,highway,turning_loop,regular
633094336,highway,turning_circle,regular
633191344,source,PGS,regular
635894589,name,Petro Canada,regular
635894589,amenity,fuel,regular
638771016,name,Holiday Inn and Suites Downtown,regular
638771016,tourism,hotel,regular
638771016,street,Howe Street,addr
638771016,postcode,V6Z 1R2,addr
638771016,housenumber,1110,addr
638861823,name,Prego Cofee,regular
638861823,amenity,cafe,regular
642902568,atm,yes,regular
642902568,name,BMO Bank of Montreal,regular
642902568,amenity,bank,regular
644342008,name,Starbucks,regular
644342008,amenity,cafe,regular
644348670,name,Solaris Coffee,regular
644348670,amenity,cafe,regular
648735254,name,2010 Olympic Flame,regular
648735254,tourism,attraction,regular
648735254,historic,monument,regular
648735254,wheelchair,yes,regular
649986554,atm,yes,regular
649986554,name,Vancity,regular
649986554,amenity,bank,regular
649986554,city,Vancouver,addr
649986554,wheelchair,yes,regular
649986554,street,West Pender Street,addr
649986554,province,BC,addr
649986554,drive_through,no,regular
649986554,opening_hours,Mo-Th 08:00-16:30; Fr 08:00-17:30,regular
649986554,housenumber,898,addr
651055558,name,Johnnie Fox's Irish Snug,regular
651055558,amenity,pub,regular
651055558,street,Granville Street,addr
651055558,housenumber,1033,addr
654599502,highway,traffic_signals,regular
654599546,button_operated,yes,regular
654599546,crossing,traffic_signals,regular
654599546,highway,crossing,regular
654599546,traffic_signals,blink_mode,regular
660080558,amenity,bicycle_parking,regular
660080558,capacity,7,regular
660080583,amenity,bicycle_parking,regular
660080583,capacity,8,regular
660080620,barrier,lift_gate,regular
660434625,amenity,post_office,regular
660434625,wheelchair,no,regular
676620147,amenity,telephone,regular
676620209,name,Men,regular
676620209,amenity,toilets,regular
676620283,amenity,bicycle_parking,regular
676620283,capacity,7,regular
677177260,amenity,post_box,regular
677177303,amenity,bicycle_parking,regular
677177303,capacity,6,regular
677284036,name,City of Vancouver Archives,regular
677284036,tourism,museum,regular
677596773,amenity,bicycle_parking,regular
677596773,covered,yes,regular
677596773,capacity,40,regular
678981604,seats,4,regular
678981604,colour,brown,regular
678981604,amenity,bench,regular
678981604,backrest,yes,regular
678981604,material,wood,regular
691132873,ref,51593,regular
691132873,highway,bus_stop,regular
691132873,shelter,yes,regular
692552527,leisure,playground,regular
700544517,city,Vancouver,addr
700544517,housenumber,3297,addr
700544517,postcode,V5R 5K4,addr
700544517,street,Kingsway,addr
700544517,amenity,bank,regular
700544517,atm,yes,regular
700544517,name,CIBC,regular
700544517,opening_hours,Mo-Fr 09:30-17:00; Sa 09:30-16:00,regular
700544517,wheelchair,yes,regular
700544636,housenumber,1965,addr
700544636,street,East 43rd Avenue,addr
700544636,name,Sue's Grocery,regular
700544636,shop,convenience,regular
700713944,name,Petro Canada,regular
700713944,amenity,fuel,regular
700713944,street,Knight Street,addr
700713944,opening_hours,24/7,regular
700713944,housenumber,7282,addr
703594071,amenity,bench,regular
703594116,amenity,bench,regular
704270708,name,Fairview,regular
704270708,is_in,Vancouver,regular
704270708,place,suburb,regular
704317945,street,West Broadway,addr
704317945,housenumber,365,addr
704317958,name,Saravanaa Bhavan (South Indian),regular
704317958,phone,6047327700,regular
704317958,amenity,restaurant,regular
704317958,cuisine,Indian;vegetarian,regular
704317958,website,www.saravanaabhavan.ca,regular
704317958,street,West Broadway,addr
704317958,opening_hours,"Mo-fr 11:30-15,17-22;sa-su 11:30-22",regular
704317958,housenumber,955,addr
704317968,name,Wedding Bell Bridal Couture,regular
704317968,shop,clothes,regular
704317968,clothes,wedding,regular
704317979,name,Broadway Locksmith,regular
704317979,shop,locksmith,regular
704317994,name,Broadway Camera,regular
704317994,shop,photography,regular
704318024,name,Bike Doctor,regular
704318024,shop,bicycle,regular
704318024,street,West Broadway,addr
704318024,housenumber,137,addr
709178846,amenity,post_box,regular
710860500,name,51254 (Victoria Dr. at Newport Ave.),regular
710860500,highway,bus_stop,regular
710872335,name,61554 (Harrison Dr. at Victoria Dr.),regular
710872335,highway,bus_stop,regular
721620200,amenity,waste_basket,regular
721674472,name,Value Village,regular
721674472,shop,thrift,regular
721778815,highway,crossing,regular
723402291,name,Blenz Coffee,regular
723402291,wifi,free,regular
723402291,amenity,cafe,regular
723402291,cuisine,coffee_shop,regular
723402291,website,http://www.blenz.ca/,regular
723402291,entrance,yes,regular
723402291,city,Vancouver,addr
723402291,street,Wesbrook Mall,addr
723402291,postcode,V6S 0B1,addr
723402291,housenumber,3381,addr
724309140,power,tower,regular
724597025,name,Indishspensable,regular
724597025,amenity,restaurant,regular
724844367,barrier,gate,regular
725635462,highway,bus_stop,regular
725635472,amenity,bench,regular
725882467,highway,bus_stop,regular
725882477,highway,bus_stop,regular
725882489,name,Capes Hair Studio,regular
725882489,shop,hairdresser,regular
725882501,highway,bus_stop,regular
725882513,highway,bus_stop,regular
725882528,name,McDonald's,regular
725882528,amenity,fast_food,regular
725882528,cuisine,burger,regular
725882528,website,http://www.mcdonalds.ca/,regular
726231145,amenity,bicycle_parking,regular
726231145,capacity,16,regular
726786182,highway,bus_stop,regular
728152742,highway,traffic_signals,regular
728152742,crossing,traffic_signals,regular
729122817,name,Blenz Coffee,regular
729122817,amenity,cafe,regular
729122817,street,West Broadway,addr
729122817,housenumber,521,addr
729166328,name,Salon 612,regular
729166328,shop,hairdresser,regular
729166328,phone,6048722568,regular
729166328,street,West Broadway,addr
729166328,housenumber,612,addr
729440518,ref,50571,regular
729440518,highway,bus_stop,regular
729440518,shelter,no,regular
729440541,ref,50603,regular
729440541,highway,bus_stop,regular
729440541,operator,TransLink,regular
730355391,ref,61091,regular
730355391,highway,bus_stop,regular
731720705,name,The Galley Restaurant and Grill,regular
731720705,amenity,restaurant,regular
736729123,name,BMO Bank of Montreal,regular
736729123,amenity,bank,regular
736729123,wheelchair,yes,regular
741418457,name,Parkwell (Richards entrance),regular
741418457,amenity,parking,regular
743060717,ref,50344,regular
743060717,highway,bus_stop,regular
745987498,url,http://www.tnt-supermarket.com,regular
745987498,name,T&T Supermarket,regular
745987498,shop,supermarket,regular
745987498,phone,604-254-9668,regular
745987498,street,East 1st Avenue,addr
745987498,postcode,V5M 4N8,addr
745987498,housenumber,#100 2800,addr
768406642,name,Starbucks,regular
768406642,amenity,cafe,regular
768406642,city,Vancouver,addr
768406642,street,West Broadway,addr
768406642,housenumber,500,addr
768723049,name,Ike's Café,regular
768723049,amenity,cafe,regular
768723049,wheelchair,yes,regular
773141706,tourism,viewpoint,regular
778752901,button_operated,yes,regular
778752901,crossing,traffic_signals,regular
778752901,highway,crossing,regular
780839560,name,Dynasty Seafood Restaurant,regular
780839560,phone,6048768388,regular
780839560,amenity,restaurant,regular
780839560,cuisine,chinese,regular
780839560,street,West Broadway,addr
780839560,housenumber,108 - 777,addr
799580984,city,Vancouver,addr
799580984,housenumber,3684,addr
799580984,postcode,V5M 2A8,addr
799580984,province,BC,addr
799580984,street,Lougheed Highway,addr
799580984,amenity,restaurant,regular
799580984,phone,604-299-7701,contact
799580984,name,Knight & Day Restaurant,regular
799580984,website,http://www.knightandday.com/,regular
801179121,name,Vancouver Harbour,regular
801179121,natural,bay,regular
811017732,name,Choices,regular
811017732,shop,supermarket,regular
811017732,phone,+1 604 633 2392,regular
811017732,website,http://www.choicesmarket.com,regular
811017732,street,Richards Street,addr
811017732,postcode,V6B 3G2,addr
811017732,opening_hours,Mo-Su 08:00-23:00,regular
811017732,housenumber,1202,addr
822444327,atm,yes,regular
822444327,name,TD Canada Trust,regular
822444327,amenity,bank,regular
822444327,drive_through,yes,regular
822484886,name,Starbucks Coffee,regular
822484886,amenity,cafe,regular
822487105,name,Papa's Gourmet Pizza,regular
822487105,amenity,fast_food,regular
822487105,city,Vancouver,addr
822487105,street,Main Street,addr
822487105,housenumber,3030,addr
822487116,name,TD Canada Trust,regular
822487116,amenity,bank,regular
850391121,historic,memorial,regular
850391145,amenity,parking,regular
852076607,name,Camelot Kids,regular
852076607,shop,toys,regular
852076607,phone,604-688-9766,regular
852076607,website,http://www.camelotkids.com,regular
852076607,opening_hours,10:00-18:00,regular
866150141,name,Subway,regular
866150141,phone,604-736-3311,regular
866150141,amenity,fast_food,regular
866150141,street,West Broadway,addr
866150141,housenumber,1288,addr
869587292,name,Pedro's Organic Coffee House,regular
869587292,amenity,cafe,regular
869587292,wheelchair,limited,regular
878192097,amenity,waste_basket,regular
878192109,amenity,bench,regular
878192132,amenity,bench,regular
883564343,foot,yes,regular
883564343,horse,no,regular
883564343,barrier,gate,regular
883564343,bicycle,no,regular
883748194,name,Funhouse Tattoo,regular
883748194,shop,tattoo,regular
883748194,phone,604-879-4114,regular
883748194,website,http://funhousetattoo.ca/,regular
883748194,street,Cambie Street,addr
883748194,housenumber,3001,addr
889550073,name,Granville Skytrain Station,regular
889550073,railway,subway_entrance,regular
892451614,name,Kurbatoff Art Gallery,regular
892451614,shop,art,regular
892451614,phone,6047365444,regular
892451614,website,www.kurbatoffgallery.com,regular
892451614,street,Granville Street,addr
892451614,housenumber,2427,addr
893615945,name,Pauls Omelettery,regular
893615945,amenity,restaurant,regular
893615945,website,omelettery.com,regular
893615945,street,Granville Street,addr
893615945,opening_hours,7am-3pm daily,regular
893615945,housenumber,2211,addr
898251087,highway,crossing,regular
898251087,crossing,uncontrolled,regular
898358072,access,no,regular
898358072,barrier,gate,regular
901409706,name,Pacific Institute Of Culinary Arts,regular
901409706,phone,6047344488,regular
901409706,amenity,college,regular
901409706,website,www.picachef.com,regular
901409706,street,West 2nd Avenue,addr
901409706,housenumber,1505,addr
905401762,amenity,cafe,regular
905401762,name,Wall Flowers,regular
905401762,en,Wall Flowers,name
905401762,opening_hours,Mo-Sa 10:00-18:00,regular
905401762,phone,+1 604 646 9006,regular
905401762,shop,florist,regular
905401762,website,http://www.wall-flowers.ca,regular
911424663,name,Spencer Interiors,regular
911424663,shop,furniture,regular
911424663,website,www.spencerinteriors.ca,regular
911424663,street,West 7th Avenue,addr
911424663,housenumber,1565,addr
917878382,name,A Taste of Vietnam,regular
917878382,phone,6047308383,regular
917878382,amenity,restaurant,regular
917878382,cuisine,vietnamese,regular
917878382,takeaway,yes,regular
917878382,street,West Broadway,addr
917878382,opening_hours,Mo-Fr 10:00-22:00; Sa-Su 11:00-22:00,regular
917878382,housenumber,1016,addr
925711190,atm,yes,regular
925711190,name,TD Canada Trust,regular
925711190,amenity,bank,regular
925711190,street,Main Street,addr
925711190,opening_hours,Mo-We 08:00-18:00; Th-Fr 08:00-20:00; Sa 08:00-16:00,regular
925711190,housenumber,450,addr
927242255,name,The Lobster Man,regular
927242255,shop,seafood,regular
927242255,phone,6046874228,regular
927242255,website,www.lobsterman.com,regular
927242255,street,Mast Tower Road,addr
927242255,housenumber,1807,addr
930647140,name,Frans' Flowers,regular
930647140,shop,florist,regular
930647140,street,West 1st Avenue,addr
930647140,housenumber,1622,addr
931893216,name,La Senza,regular
931893216,shop,lingerie,regular
931893216,street,Granville Street,addr
931893216,housenumber,2633,addr
938587932,name,Edward Chapman Woman,regular
938587932,shop,clothes,regular
945247676,natural,tree,regular
945247688,natural,tree,regular
945247699,natural,tree,regular
945247714,natural,tree,regular
945247726,natural,tree,regular
946075060,name,Malaspina Printmakers,regular
946075060,shop,art,regular
946075060,street,Duranleau Street,addr
946075060,opening_hours,Tu-Fr 10:00-17:00; Sa-Su 11:00-17:00,regular
946075060,housenumber,1555,addr
955335832,hiking,yes,regular
955335832,tourism,information,regular
955335832,map_size,site,regular
955335832,map_type,scheme,regular
955335832,information,map,regular
955336967,name,Kitsilano Wine Cellar,regular
955336967,shop,wine,regular
955336967,city,Vancouver,addr
955336967,street,West 4th Avenue,addr
955336967,housenumber,2239,addr
959041423,name,Domino's Pizza,regular
959041423,amenity,fast_food,regular
959041423,takeaway,yes,regular
959041423,street,West Broadway,addr
959041423,opening_hours,Su-th 11am-1am;fr-sa 11am-2am,regular
959041423,housenumber,1312,addr
969761166,source,DataBC bc_gvrd_west_2009,regular
969761166,natural,tree,regular
969761182,source,BC Government Openmaps (bc_gvrd_west_xc100mm_2009),regular
969761182,natural,tree,regular
969761217,source,DataBC bc_gvrd_west_2009,regular
969761217,natural,tree,regular
969761291,source,BC Government Openmaps (bc_gvrd_west_xc100mm_2009),regular
969761291,natural,tree,regular
969761319,source,BC Government Openmaps (bc_gvrd_west_xc100mm_2009),regular
969761319,natural,tree,regular
969761365,source,DataBC bc_gvrd_west_2009,regular
969761365,natural,tree,regular
969761383,source,DataBC bc_gvrd_west_2009,regular
969761383,natural,tree,regular
969761399,natural,tree,regular
969835352,natural,tree,regular
969835513,natural,tree,regular
969835954,natural,tree,regular
969836846,natural,tree,regular
969837607,natural,tree,regular
969837749,natural,tree,regular
971076252,building,entrance,regular
971129574,building,entrance,regular
971137157,natural,tree,regular
971137168,barrier,entrance,regular
971137181,natural,tree,regular
971163075,name,Bosa Foods,regular
971163075,shop,supermarket,regular
971163075,phone,6042535578,regular
971163075,wheelchair,yes,regular
971163075,street,Kootenay Street,addr
971163075,opening_hours,Mo-th 8:30-17:30;fr 8:30-19:30;sa 8:30-17:30,regular
971163075,housenumber,1465,addr
971654181,natural,tree,regular
971887806,entrance,yes,regular
971948020,natural,tree,regular
971948043,natural,tree,regular
973007268,name,Tojos,regular
973007268,phone,6048728050,regular
973007268,amenity,restaurant,regular
973007268,cuisine,japanese,regular
973007268,website,www.tojos.com,regular
973007268,street,West Broadway,addr
973007268,opening_hours,Mo-sa 17-,regular
973007268,housenumber,1133,addr
983648513,atm,yes,regular
983648513,name,HSBC,regular
983648513,amenity,bank,regular
983648513,street,Pacific Boulevard,addr
983648513,opening_hours,Mo-th 9:30-16;fr 9:30-17;sa 9:30-15,regular
983648513,housenumber,1196,addr
984956531,name,Williams Sonoma,regular
984956531,shop,kitchen,regular
994915200,name,Granville Street & Nelson Street,regular
994915200,highway,bus_stop,regular
994915200,en,50533,name
998852837,name,Starbucks Coffee,regular
998852837,amenity,cafe,regular
1001092112,name,Georgia & Denman,regular
1001092112,highway,bus_stop,regular
1002928002,highway,elevator,regular
1011868812,highway,crossing,regular
1011868812,crossing,uncontrolled,regular
1014308167,highway,crossing,regular
1030215114,railway,level_crossing,regular
1034904331,source,Bing,regular
1034904331,natural,tree,regular
1034904542,entrance,yes,regular
1034904872,source,Bing,regular
1034904872,natural,tree,regular
1034904901,source,Bing,regular
1034904901,natural,tree,regular
1038837611,natural,tree,regular
1042158580,name,Parthenon Supermarket,regular
1042158580,shop,supermarket,regular
1042158580,street,West Broadway,addr
1042158580,housenumber,3088,addr
1053317525,ref,73,regular
1053317525,aeroway,gate,regular
1053317572,ref,40,regular
1053317572,aeroway,gate,regular
1053317604,ref,90,regular
1053317604,aeroway,gate,regular
1053317649,ref,75,regular
1053317649,aeroway,gate,regular
1053317689,ref,83,regular
1053317689,aeroway,gate,regular
1075950780,amenity,bench,regular
1075950810,natural,tree,regular
1076105678,natural,tree,regular
1076105744,natural,tree,regular
1076106058,natural,tree,regular
1076106154,natural,tree,regular
1076107109,natural,tree,regular
1076107133,natural,tree,regular
1076107331,natural,tree,regular
1076107672,natural,tree,regular
1076107760,natural,tree,regular
1076107952,natural,tree,regular
1090247325,natural,tree,regular
1090247907,natural,tree,regular
1097710944,amenity,bench,regular
1100938486,name,Strathcona,regular
1100938486,place,suburb,regular
1100938486,source,"some local knowledge plus wikipedia for clarification  http://en.wikipedia.org/wiki/Strathcona,_Vancouver",regular
1110216844,name,Sunset,regular
1110216844,place,suburb,regular
1110216844,source,toporama,regular
1111302009,name,Bau-xi Gallery,regular
1111302009,shop,art,regular
1111302009,website,www.bau-xi.com,regular
1111302009,street,Granville Street,addr
1111302009,opening_hours,Mo-sa 10-17:30;su 12-16,regular
1111302009,housenumber,3045,addr
1112562202,foot,no,regular
1112562202,horse,no,regular
1112562202,access,private,regular
1112562202,barrier,gate,regular
1112562202,bicycle,no,regular
1112562202,motorcar,no,regular
1112562202,motorcycle,no,regular
1116402945,name,La Vie en Rose,regular
1116402945,shop,lingerie,regular
1116412581,railway,switch,regular
1118077064,railway,buffer_stop,regular
1118077231,railway,switch,regular
1118287848,railway,buffer_stop,regular
1118287942,railway,switch,regular
1118288136,railway,switch,regular
1118288192,railway,switch,regular
1123089759,natural,tree,regular
1123089817,natural,tree,regular
1128765312,name,East West Market,regular
1128765312,shop,greengrocer,regular
1128826536,name,The Regional Assembly Of Text,regular
1128826536,shop,stationery,regular
1128826536,street,Main Street,addr
1128826536,opening_hours,Mo-sa 11-18;su 12-17,regular
1128826536,housenumber,3934,addr
1128955024,url,http://www.sophiescosmiccafe.com/,regular
1128955024,name,Sophies Cosmic Cafe,regular
1128955024,phone,604-732-6810,regular
1128955024,amenity,restaurant,regular
1128955024,street,West 4th Avenue,addr
1128955024,opening_hours,Mo 08:00-14:30; Tu-Su 08:00-20:00,regular
1128955024,housenumber,2095,addr
1131497302,name,brougham interiors,regular
1131497302,shop,furniture,regular
1131497302,website,http://www.broughaminteriors.com,regular
1131497302,street,Fir Street,addr
1131497302,opening_hours,Mo-Sa 10:00-17:30; Su 11:00-16:00,regular
1131497302,housenumber,1855,addr
1132493733,name,Carousel Theatre,regular
1132493733,phone,6046856217,regular
1132493733,amenity,theatre,regular
1132493733,website,www.carouseltheatre.ca,regular
1132493733,street,Cartwright Street,addr
1132493733,housenumber,1411,addr
1137749243,entrance,yes,regular
1137749243,wheelchair,no,regular
1141735533,name,Kai Sushi Bar,regular
1141735533,amenity,restaurant,regular
1141735533,cuisine,sushi,regular
1141735533,website,www.kaijapanese.ca,regular
1141735533,opening_hours,Mo-Su 17:00-22:00,regular
1147556200,name,Innocent Coffee,regular
1147556200,amenity,cafe,regular
1147556200,street,West 4th Avenue,addr
1147556200,housenumber,1340,addr
1148535016,entrance,yes,regular
1149419017,building,entrance,regular
1151273064,name,Granville Island Florist,regular
1151273064,shop,florist,regular
1151295416,name,The Milkman,regular
1151295416,shop,beverages,regular
1151314160,name,Petit Ami,regular
1151314160,phone,+1-604-6824044,regular
1151314160,amenity,cafe,regular
1151314160,unit,103,addr
1151340180,name,Granville Island Tea Company,regular
1151340180,shop,tea,regular
1188451625,name,Chong Lee Market,regular
1188451625,shop,supermarket,regular
1198758970,name,Goldfish Pacific Kitchen,regular
1198758970,phone,6046898313,regular
1198758970,amenity,restaurant,regular
1198758970,en,Minami,name
1198758970,street,Mainland Street,addr
1198758970,housenumber,1118,addr
1209177687,name,Yaletown Video Ltd,regular
1209177687,shop,video,regular
1209177687,street,Pacific Boulevard,addr
1209177687,housenumber,1209,addr
1221930558,traffic_calming,yes,regular
1221930634,traffic_calming,yes,regular
1221930733,traffic_calming,yes,regular
1221931204,traffic_calming,yes,regular
1221931456,highway,turning_circle,regular
1223861323,name,NB Dunbar Street FS West 22nd Avenue (50308),regular
1223861323,highway,bus_stop,regular
1223861323,operator,Coast Mountain Bus Company - Translink ,regular
1223875046,amenity,bench,regular
1231226419,amenity,bench,regular
1231226430,amenity,bench,regular
1231226441,amenity,bench,regular
1231239035,name,Togo Sushi,regular
1231239035,amenity,restaurant,regular
1231239035,cuisine,sushi,regular
1231239035,website,http://www.togosushi.ca/,regular
1231239035,entrance,yes,regular
1231239035,city,Vancouver,addr
1231239035,street,Shrum Lane,addr
1231239035,postcode,V6S 0B9,addr
1231239035,housenumber,3380,addr
1233278107,amenity,bicycle_parking,regular
1233278107,covered,no,regular
1233278107,capacity,5,regular
