id,key,value,type
117025309,is_in,"Vancouver, BC",regular
117025309,oneway,no,regular
117025309,highway,secondary,regular
117025309,maxspeed,50,regular
117025319,foot,yes,regular
117025319,layer,1,regular
117025319,bridge,yes,regular
117025319,bicycle,yes,regular
117025319,highway,cycleway,regular
117025319,sidewalk,both,regular
117025319,segregated,no,regular
117032345,name,Hudson Street,regular
117032345,is_in,"Vancouver, BC",regular
117032345,highway,residential,regular
117032345,cycleway,shared,regular
117032345,maxspeed,30,regular
117032356,oneway,yes,regular
117032356,highway,cycleway,regular
117158479,name,Cypress Street,regular
117158479,source,Yahoo,regular
117158479,highway,residential,regular
117158479,surface,asphalt,regular
117158479,cycleway,shared,regular
117158491,highway,secondary,regular
117158491,maxspeed,50,regular
117158491,name,Pacific Boulevard,regular
117158491,oneway,yes,regular
117158491,surface,asphalt,regular
117158503,name,Whyte Avenue,regular
117158503,highway,residential,regular
117158503,surface,asphalt,regular
117158516,highway,footway,regular
117158516,wheelchair,no,regular
117158528,highway,footway,regular
117158539,bicycle,yes,regular
117158539,highway,footway,regular
117240599,highway,footway,regular
117240620,foot,no,regular
117240620,note,TCT alternate connector for oneway seawall bikeway. See tctrails.ca mapping.,regular
117240620,bicycle,designated,regular
117240620,highway,cycleway,regular
117240641,highway,footway,regular
117253403,foot,yes,regular
117253403,highway,path,regular
117253403,surface,dirt,regular
117253403,scale,0,mtb
117253403,sac_scale,hiking,regular
117253403,trail_visibility,excellent,regular
117438894,foot,yes,regular
117438894,source,survey,regular
117438894,bicycle,yes,regular
117438894,highway,path,regular
117598138,housenumber,1521,addr
117598138,street,West Broadway,addr
117598138,building,yes,regular
118001610,highway,service,regular
118001610,service,parking_aisle,regular
118376541,building,yes,regular
118408238,highway,service,regular
118408238,service,driveway,regular
118505641,landuse,residential,regular
118505641,building,yes,regular
118505668,landuse,residential,regular
118505668,building,yes,regular
118505691,landuse,residential,regular
118505691,building,yes,regular
118505712,landuse,residential,regular
118505712,building,yes,regular
118755265,highway,service,regular
118755265,service,alley,regular
118755292,foot,yes,regular
118755292,access,no,regular
118755292,bicycle,yes,regular
118755292,highway,path,regular
118932016,building,yes,regular
118932026,building,yes,regular
118932036,building,yes,regular
118934443,building,yes,regular
118935165,building,yes,regular
118935182,building,yes,regular
118935199,building,yes,regular
119271770,building,yes,regular
119271780,building,yes,regular
119271790,building,yes,regular
119271800,building,yes,regular
119274899,building,yes,regular
119274920,building,yes,regular
119274942,building,yes,regular
119275195,building,yes,regular
119275205,building,yes,regular
119276371,building,yes,regular
119276505,building,yes,regular
119276818,building,yes,regular
119278021,building,yes,regular
119278036,building,yes,regular
119278054,building,yes,regular
119278070,building,yes,regular
119278902,building,yes,regular
119279107,building,yes,regular
119279629,building,yes,regular
119279639,building,yes,regular
119280169,building,yes,regular
119280183,building,yes,regular
119280367,building,yes,regular
119281133,building,yes,regular
119281150,building,yes,regular
119281474,building,yes,regular
119281484,building,yes,regular
119282095,city,District of North Vancouver,addr
119282095,housenumber,1167,addr
119282095,postcode,V7L1L1,addr
119282095,province,British Columbia,addr
119282095,street,Shavington Street,addr
119282095,building,yes,regular
119287310,area,yes,regular
119287310,bicycle,yes,regular
119287310,highway,pedestrian,regular
119416945,landuse,residential,regular
119416959,landuse,residential,regular
119486659,building,yes,regular
119486670,building,yes,regular
119513777,name,Shavington Street,regular
119513777,highway,residential,regular
119607202,landuse,residential,regular
119607202,building,yes,regular
119607212,landuse,residential,regular
119607212,building,yes,regular
119610579,landuse,residential,regular
119610579,building,yes,regular
119610589,landuse,residential,regular
119610589,building,yes,regular
119721421,highway,service,regular
119721421,service,parking_aisle,regular
119721435,bicycle,yes,regular
119721435,highway,footway,regular
119721435,surface,wood,regular
119945021,name,Canada Place,regular
119945021,highway,tertiary,regular
120076087,name,Lakewood Drive,regular
120076087,is_in,"Vancouver, BC",regular
120076087,bicycle,yes,regular
120076087,highway,residential,regular
120076087,cycleway,shared,regular
120076087,maxspeed,30,regular
120076087,traffic_calming,yes,regular
120254692,access,no,regular
120254692,highway,footway,regular
120254692,surface,paved,regular
120487457,bicycle,designated,regular
120487457,highway,service,regular
120487457,surface,paved,regular
120629392,highway,service,regular
120629392,service,parking_aisle,regular
120629408,highway,service,regular
120629408,service,parking_aisle,regular
120629424,highway,steps,regular
120629438,highway,footway,regular
120629455,highway,footway,regular
120629471,landuse,grass,regular
120629487,fee,yes,regular
120629487,access,permissive,regular
120629487,amenity,parking,regular
120629487,parking,surface,regular
120629487,surface,asphalt,regular
120629487,park_ride,no,regular
120629487,supervised,yes,regular
121016896,cycleway,shared,regular
121016896,highway,residential,regular
121016896,maxspeed,30,regular
121016896,name,West 10th Avenue,regular
121016896,traffic_calming,yes,regular
121021266,name,Smithe Street,regular
121021266,oneway,yes,regular
121021266,bicycle,yes,regular
121021266,highway,secondary,regular
121021266,surface,asphalt,regular
121021266,maxspeed,50,regular
121054935,is_in,"Vancouver,British Columbia",regular
121054935,lanes,1,regular
121054935,access,private,regular
121054935,highway,service,regular
121142944,landuse,residential,regular
121142954,landuse,residential,regular
121142965,landuse,residential,regular
121142978,landuse,residential,regular
121142993,landuse,residential,regular
121143008,landuse,residential,regular
121143018,name,E Dock,regular
121143018,source,yachtingsbest.com,regular
121143018,man_made,pier,regular
121143030,source,yahoo,regular
121143030,man_made,pier,regular
121175909,amenity,townhall,regular
121175909,building,yes,regular
121175909,height,14,regular
121175909,name,Vancouver City Hall,regular
121175909,ja,バンクーバー市役所,name
121175909,opening_hours,Mo-Fr 08:30-17:00,regular
121175923,highway,steps,regular
121175933,highway,footway,regular
121175943,highway,footway,regular
121175953,landuse,residential,regular
121177909,name,David Livingstone Elementary,regular
121177909,building,school,regular
121303928,name,Oak Street,regular
121303928,is_in,"Vancouver, BC",regular
121303928,oneway,no,regular
121303928,highway,secondary,regular
121303928,maxspeed,50,regular
121646894,name,West 6th Avenue,regular
121646894,oneway,yes,regular
121646894,highway,secondary,regular
121646894,maxspeed,50,regular
121647241,highway,footway,regular
121647254,name,Athlete's Village Housing Co-operative,regular
121647254,source,local_knowledge,regular
121647254,building,yes,regular
121647254,street,West 1st Avenue,addr
121647254,housenumber,151,addr
121647265,name,Brook,regular
121647265,building,yes,regular
121647265,street,West 1st Avenue,addr
121647265,housenumber,181,addr
121968356,landuse,commercial,regular
121969184,amenity,parking,regular
122348309,access,private,regular
122348309,amenity,parking,regular
122348309,parking,surface,regular
122473328,is_in,"Vancouver,British Columbia",regular
122473328,lanes,1,regular
122473328,access,private,regular
122473328,highway,service,regular
122521490,building,house,regular
122521490,street,West 2nd Avenue,addr
122614222,area,yes,regular
122614222,name,Norman McKenzie Square,regular
122614222,highway,pedestrian,regular
122614222,surface,paving_stones,regular
122616143,highway,service,regular
122616143,service,parking_aisle,regular
123674412,housenumber,3538,addr
123674412,street,Windsor Street,addr
123674412,building,yes,regular
123830222,foot,yes,regular
123830222,highway,cycleway,regular
123830222,surface,gravel,regular
124048908,name,Pandora Park,regular
124048908,leisure,park,regular
124048908,surface,grass,regular
124147269,building,yes,regular
124147753,leisure,playground,regular
124221058,highway,footway,regular
124221069,highway,footway,regular
124221082,highway,footway,regular
124221101,highway,footway,regular
124401880,leisure,playground,regular
124485949,ref,VIA,regular
124485949,area,yes,regular
124485949,width,3,regular
124485949,railway,platform,regular
124485949,public_transport,platform,regular
124591579,electrified,no,regular
124591579,gauge,1435,regular
124591579,railway,rail,regular
124591579,tunnel,yes,regular
124591579,usage,main,regular
124658120,highway,track,regular
124658120,tracktype,grade5,regular
124658138,highway,track,regular
124658138,tracktype,grade5,regular
125089239,amenity,parking,regular
125579375,name,Marine Building,regular
125579375,source,Local knowledge,regular
125579375,building,office,regular
125579375,city,Vancouver,addr
125579375,street,Burrard Street,addr
125579375,housenumber,355,addr
125938249,highway,footway,regular
125938272,highway,footway,regular
125938286,highway,footway,regular
125938300,highway,footway,regular
125938322,landuse,residential,regular
125961212,highway,footway,regular
125961229,highway,footway,regular
126121272,name,Crown Street,regular
126121272,oneway,yes,regular
126121272,highway,residential,regular
126121283,highway,footway,regular
126121294,highway,footway,regular
126121304,layer,1,regular
126121304,bridge,yes,regular
126121304,highway,footway,regular
126121317,highway,service,regular
126121337,highway,footway,regular
126121352,highway,footway,regular
126121372,highway,footway,regular
126121395,highway,footway,regular
126121423,highway,footway,regular
126121447,highway,footway,regular
126228984,housenumber,2354,addr
126228984,street,Granville Street,addr
126228984,building,yes,regular
126828312,building,yes,regular
127017469,building,yes,regular
127017469,levels,2,building
128010554,housenumber,828,addr
128010554,street,Automall Drive,addr
128010554,building,yes,regular
128010554,name,North Shore Acura,regular
128010554,shop,car,regular
128059857,building,hotel,regular
128059857,levels,4,building
128059879,building,yes,regular
128059879,levels,2,building
128059901,building,yes,regular
128059901,levels,1,building
128064460,building,yes,regular
128064470,building,yes,regular
128064480,building,yes,regular
128155110,building,yes,regular
128155110,street,Harbourside Drive,addr
128155110,housenumber,850,addr
128155241,highway,service,regular
128155241,service,parking_aisle,regular
128155293,building,yes,regular
128407251,building,yes,regular
128922681,highway,cycleway,regular
128922681,surface,paved,regular
129475218,building,apartments,regular
129475364,building,yes,regular
129475784,building,apartments,regular
129476121,building,apartments,regular
129476411,building,apartments,regular
129476573,building,apartments,regular
129476623,building,apartments,regular
129477136,building,apartments,regular
129477421,building,apartments,regular
129477503,building,apartments,regular
129481018,highway,residential,regular
129481018,name,West 71st Avenue,regular
129545639,lanes,1,regular
129545639,highway,service,regular
129545639,surface,paved,regular
129545649,lanes,1,regular
129545649,highway,service,regular
129545649,surface,paved,regular
129603016,name,Hastings Elementary Community School,regular
129603016,amenity,school,regular
129603151,building,yes,regular
129603161,building,yes,regular
129603171,building,yes,regular
129603171,levels,1,building
129701971,waterway,stream,regular
129724191,lanes,1,regular
129724191,highway,service,regular
129724191,service,alley,regular
129724191,surface,paved,regular
129732665,leisure,playground,regular
129817885,fee,no,regular
129817885,access,destination,regular
129817885,amenity,parking,regular
129817885,maxstay,2h,regular
130213250,highway,footway,regular
131636951,hgv,designated,regular
131636951,ref,99,regular
131636951,foot,no,regular
131636951,name,Oak Street,regular
131636951,lanes,3,regular
131636951,oneway,yes,regular
131636951,highway,primary,regular
131636951,maxspeed,50,regular
132047930,name,Fir Street,regular
132047930,oneway,no,regular
132047930,highway,tertiary,regular
132047930,maxspeed,50,regular
132191307,bicycle,no,regular
132191307,highway,steps,regular
132191307,scooter,no,regular
132191307,escalator,parallel,regular
132191307,skateboard,no,regular
132191307,rollerblades,no,regular
133411813,highway,service,regular
133411813,service,parking_aisle,regular
135369795,building,yes,regular
135370170,fee,yes,regular
135370170,amenity,parking,regular
135370170,parking,surface,regular
135490773,height,5m,regular
135490773,building,commercial,regular
135490784,building,yes,regular
135493001,building,yes,regular
135493001,city,Vancouver,addr
135493001,street,West Broadway,addr
135493001,country,CA,addr
135493001,postcode,V6H 4A7,addr
135493001,housenumber,1367,addr
135493886,height,19,regular
135493886,building,yes,regular
135493897,building,yes,regular
135497919,building,yes,regular
135839751,building,yes,regular
135840664,man_made,pier,regular
135953846,building,yes,regular
136049513,landuse,residential,regular
136052135,housenumber,2414,addr
136052135,street,Main Street,addr
136052135,building,yes,regular
136052135,levels,2,building
136052146,housenumber,2425,addr
136052146,street,Main Street,addr
136052146,building,yes,regular
136052146,height,4,regular
136052330,building,yes,regular
136052340,building,yes,regular
136251323,building,yes,regular
136251333,part,yes,regular
136251333,height,22,regular
136251333,min_height,21,regular
136251343,housenumber,27,addr
136251343,street,Alexander Street,addr
136251343,building,yes,regular
136255883,housenumber,123,addr
136255883,street,Cambie Street,addr
136255883,building,yes,regular
136258923,building,yes,regular
136259210,building,yes,regular
136259220,housenumber,199,addr
136259220,street,Main Street,addr
136259220,building,yes,regular
136570551,housenumber,122,addr
136570551,street,Water Street,addr
136570551,building,yes,regular
136571592,building,yes,regular
136574888,name,West 70th Avenue,regular
136574888,is_in,"Vancouver, BC",regular
136574888,lanes,1,regular
136574888,oneway,yes,regular
136574888,highway,secondary,regular
136574888,maxspeed,50,regular
136695528,building,yes,regular
136695807,area,yes,regular
136695807,name,Rocky Mountaineer Vancouver Station,regular
136695807,phone,+1-604-606-7245,regular
136695807,railway,station,regular
136695807,website,http://www.rockymountaineer.com/,regular
136695807,building,yes,regular
136695807,wikidata,Q7355946,regular
136695807,city,Vancouver,addr
136695807,wikipedia,en:Rocky Mountaineer Station,regular
136695807,wheelchair,yes,regular
136695807,street,Cottrell Street,addr
136695807,housenumber,1755,addr
136695818,name,Butler Box & Storage,regular
136695818,amenity,storage,regular
136695818,website,http://www.butlerboxandstorage.com,regular
136695818,building,warehouse,regular
136695818,city,Vancouver,addr
136695818,street,Terminal Avenue,addr
136695818,postcode,V6A 2M9,addr
136695818,province,BC,addr
136695818,levels,2,building
136695818,housenumber,925,addr
136697109,building,yes,regular
136698040,landuse,residential,regular
136798893,highway,cycleway,regular
136808929,housenumber,952,addr
136808929,street,Commercial Drive,addr
136808929,building,yes,regular
136941138,source,Bing,regular
136941138,building,yes,regular
136941138,levels,2,building
136954726,highway,footway,regular
136954738,oneway,yes,regular
136954738,highway,service,regular
136962414,building,yes,regular
137152217,housenumber,605,addr
137152217,postcode,V6B 1V4,addr
137152217,street,Expo Boulevard,addr
137152217,building,residential,regular
137152217,levels:aboveground,1,building
137152217,levels:underground,2,building
137152217,retail,yes,building
137368715,boundary,administrative,regular
137368715,admin_level,8,regular
137616280,leisure,playground,regular
138641316,layer,2,regular
138641316,bridge,yes,regular
138641316,highway,footway,regular
138641327,layer,1,regular
138641327,bridge,yes,regular
138641327,highway,footway,regular
138641337,level,-1,regular
138641337,tunnel,yes,regular
138641337,highway,footway,regular
138646503,highway,footway,regular
138646513,name,Seymour Building,regular
138646513,building,commercial,regular
138646513,city,Vancouver,addr
138646513,street,Seymour Street,addr
138646513,housenumber,525,addr
138867332,tunnel,yes,regular
138867332,highway,footway,regular
139500414,highway,service,regular
139571572,tunnel,yes,regular
139571572,highway,steps,regular
139572972,highway,footway,regular
140009355,landuse,residential,regular
140009355,building,yes,regular
140009355,housenumber,886,addr
140009387,landuse,residential,regular
140009387,building,yes,regular
140009387,housenumber,1200,addr
140009414,landuse,residential,regular
140009414,building,yes,regular
140009439,landuse,residential,regular
140009439,building,yes,regular
140009468,landuse,residential,regular
140009468,building,yes,regular
140009493,landuse,residential,regular
140009493,building,yes,regular
140010630,landuse,residential,regular
140010630,building,yes,regular
140049399,building,yes,regular
140089194,landuse,residential,regular
140089194,building,yes,regular
140089204,landuse,residential,regular
140089204,building,yes,regular
140089354,landuse,residential,regular
140089354,building,yes,regular
140129452,landuse,residential,regular
140129452,building,yes,regular
140130089,landuse,residential,regular
140130089,building,yes,regular
141180997,name,Anchor Point 1,regular
141180997,building,apartments,regular
141180997,city,Vancouver,addr
141180997,street,Burrard Street,addr
141180997,levels,7,building
141180997,housenumber,1330,addr
141458429,highway,footway,regular
141458429,surface,gravel,regular
141458439,highway,service,regular
141458439,service,parking_aisle,regular
141458449,highway,footway,regular
142308961,access,private,regular
142308961,source,survey; Bing,regular
142308961,barrier,fence,regular
142308961,leisure,garden,regular
142308976,access,private,regular
142308976,source,survey; Bing,regular
142308976,barrier,fence,regular
142308976,leisure,garden,regular
142378166,access,private,regular
142378166,source,survey; Bing,regular
142378166,barrier,fence,regular
142378166,leisure,garden,regular
142392484,building,yes,regular
142395948,building,yes,regular
142395958,building,yes,regular
142403617,building,yes,regular
142403627,building,yes,regular
142403637,building,yes,regular
142403647,building,yes,regular
142414896,building,yes,regular
142414896,housenumber,621,addr
142414906,building,yes,regular
142417114,building,yes,regular
142418965,building,yes,regular
142418965,street,East 9th Street,addr
142418965,housenumber,624,addr
142418978,building,yes,regular
142418978,street,Grand Boulevard East,addr
142418978,housenumber,846,addr
142419172,building,yes,regular
142419172,street,East 9th Street,addr
142419172,housenumber,910,addr
142516084,access,private,regular
142516084,source,survey; Bing,regular
142516084,barrier,fence,regular
142516084,leisure,garden,regular
142522139,access,private,regular
142522139,source,survey; Bing,regular
142522139,barrier,fence,regular
142522139,leisure,garden,regular
142522149,access,private,regular
142522149,source,survey; Bing,regular
142522149,barrier,fence,regular
142522149,leisure,garden,regular
142522164,access,private,regular
142522164,source,survey; Bing,regular
142522164,barrier,fence,regular
142522164,leisure,garden,regular
142867204,foot,designated,regular
142867204,bicycle,designated,regular
142867204,footway,sidewalk,regular
142867204,highway,footway,regular
142867204,surface,paved,regular
142867204,segregated,no,regular
142903990,access,private,regular
142903990,source,survey; Bing,regular
142903990,barrier,fence,regular
142903990,leisure,garden,regular
142904003,access,private,regular
142904003,source,survey; Bing,regular
142904003,barrier,fence,regular
142904003,leisure,garden,regular
142912740,access,private,regular
142912740,source,survey; Bing,regular
142912740,barrier,fence,regular
142912740,leisure,garden,regular
142912753,access,private,regular
142912753,source,survey; Bing,regular
142912753,barrier,fence,regular
142912753,leisure,garden,regular
142912763,access,private,regular
142912763,source,survey; Bing,regular
142912763,barrier,fence,regular
142912763,leisure,garden,regular
142912774,access,private,regular
142912774,source,survey; Bing,regular
142912774,barrier,fence,regular
142912774,leisure,garden,regular
142912788,access,private,regular
142912788,source,survey; Bing,regular
142912788,barrier,fence,regular
142912788,leisure,garden,regular
142914815,access,private,regular
142914815,source,survey; Bing,regular
142914815,barrier,fence,regular
142914815,leisure,garden,regular
142916249,access,private,regular
142916249,source,survey; Bing,regular
142916249,barrier,fence,regular
142916249,leisure,garden,regular
142916963,access,private,regular
142916963,source,survey; Bing,regular
142916963,barrier,fence,regular
142916963,leisure,garden,regular
142916979,access,private,regular
142916979,source,survey; Bing,regular
142916979,barrier,fence,regular
142916979,leisure,garden,regular
142917561,access,private,regular
142917561,source,survey; Bing,regular
142917561,barrier,fence,regular
142917561,leisure,garden,regular
142917576,access,private,regular
142917576,source,survey; Bing,regular
142917576,barrier,fence,regular
142917576,leisure,garden,regular
142919032,access,private,regular
142919032,source,survey; Bing,regular
142919032,barrier,fence,regular
142919032,leisure,garden,regular
142932811,access,private,regular
142932811,source,survey; Bing,regular
142932811,barrier,fence,regular
142932811,leisure,garden,regular
142932821,access,private,regular
142932821,source,survey; Bing,regular
142932821,barrier,fence,regular
142932821,leisure,garden,regular
142937170,building,yes,regular
142937180,building,yes,regular
142937195,building,yes,regular
142937212,access,private,regular
142937212,source,survey; Bing,regular
142937212,barrier,fence,regular
142937212,leisure,garden,regular
142940701,access,private,regular
142940701,source,survey; Bing,regular
142940701,barrier,fence,regular
142940701,leisure,garden,regular
142941882,access,private,regular
142941882,source,survey; Bing,regular
142941882,barrier,fence,regular
142941882,leisure,garden,regular
142947421,access,private,regular
142947421,source,survey; Bing,regular
142947421,barrier,fence,regular
142947421,leisure,garden,regular
142947438,building,yes,regular
142947455,access,private,regular
142947455,source,survey; Bing,regular
142947455,barrier,fence,regular
142947455,leisure,garden,regular
142947472,access,private,regular
142947472,source,survey; Bing,regular
142947472,barrier,fence,regular
142947472,leisure,garden,regular
142952749,access,private,regular
142952749,source,survey; Bing,regular
142952749,barrier,fence,regular
142952749,leisure,garden,regular
142952772,access,private,regular
142952772,source,survey; Bing,regular
